revenue_schedule_id,contract_id,invoice_id,customer_id,revenue_month,performance_obligation,recognition_method,recognized_revenue,deferred_revenue_amount,currency,legal_entity,gl_revenue_account,recognition_status
REV-000041,CTR-00007,INV-000019,CUST-0004,2026-01,usage,point_in_time,30196.04,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000042,CTR-00007,INV-000020,CUST-0004,2026-02,usage,point_in_time,20706.38,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000043,CTR-00007,INV-000021,CUST-0004,2026-04,usage,point_in_time,17794.04,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000044,CTR-00007,INV-000022,CUST-0004,2026-05,usage,point_in_time,20756.55,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000045,CTR-00009,INV-000023,CUST-0004,2025-08,usage,point_in_time,443263.57,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000046,CTR-00012,INV-000024,CUST-0005,2025-08,implementation,point_in_time,79900.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000047,CTR-00014,INV-000025,CUST-0006,2025-07,services,as_delivered,16400.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000048,CTR-00015,INV-000026,CUST-0007,2025-06,usage,point_in_time,3801.34,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000049,CTR-00015,INV-000027,CUST-0007,2025-07,usage,point_in_time,3925.03,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000050,CTR-00015,INV-000028,CUST-0007,2025-08,usage,point_in_time,3525.66,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000051,CTR-00015,INV-000029,CUST-0007,2025-09,usage,point_in_time,5299.38,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000052,CTR-00015,INV-000030,CUST-0007,2025-10,usage,point_in_time,3917.68,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000053,CTR-00015,INV-000031,CUST-0007,2025-11,usage,point_in_time,3176.3,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000054,CTR-00015,INV-000032,CUST-0007,2026-01,usage,point_in_time,4312.84,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000055,CTR-00015,INV-000033,CUST-0007,2026-02,usage,point_in_time,4173.76,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000056,CTR-00015,INV-000034,CUST-0007,2026-03,usage,point_in_time,5127.21,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000057,CTR-00015,INV-000035,CUST-0007,2026-04,usage,point_in_time,3958.62,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000058,CTR-00015,INV-000036,CUST-0007,2026-05,usage,point_in_time,4697.7,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000059,CTR-00016,INV-000037,CUST-0007,2025-05,usage,point_in_time,17803.15,0.0,EUR,Acme US Inc,4100-Usage-Rev,recognized
REV-000060,CTR-00016,INV-000038,CUST-0007,2025-06,usage,point_in_time,14712.17,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000061,CTR-00016,INV-000039,CUST-0007,2025-07,usage,point_in_time,15506.35,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000062,CTR-00016,INV-000040,CUST-0007,2025-10,usage,point_in_time,13117.39,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000063,CTR-00016,INV-000041,CUST-0007,2025-11,usage,point_in_time,15690.22,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000064,CTR-00016,INV-000042,CUST-0007,2025-12,usage,point_in_time,13065.82,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000065,CTR-00016,INV-000043,CUST-0007,2026-01,usage,point_in_time,14087.55,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000066,CTR-00016,INV-000044,CUST-0007,2026-02,usage,point_in_time,18784.5,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000067,CTR-00016,INV-000045,CUST-0007,2026-03,usage,point_in_time,14012.83,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000068,CTR-00016,INV-000046,CUST-0007,2026-04,usage,point_in_time,18469.68,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000069,CTR-00017,INV-000047,CUST-0008,2025-08,services,as_delivered,76481.48,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000070,CTR-00018,INV-000048,CUST-0009,2026-03,usage,point_in_time,730845.75,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000071,CTR-00021,INV-000049,CUST-0010,2025-07,subscription,ratable,2558.33,5116.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000072,CTR-00021,INV-000049,CUST-0010,2025-08,subscription,ratable,2558.33,2558.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000073,CTR-00021,INV-000049,CUST-0010,2025-09,subscription,ratable,2558.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000074,CTR-00021,INV-000050,CUST-0010,2025-10,subscription,ratable,2558.33,5116.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000075,CTR-00021,INV-000050,CUST-0010,2025-11,subscription,ratable,2558.33,2558.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000076,CTR-00021,INV-000050,CUST-0010,2025-12,subscription,ratable,2558.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000077,CTR-00021,INV-000051,CUST-0010,2026-01,subscription,ratable,2558.33,5116.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000078,CTR-00021,INV-000051,CUST-0010,2026-02,subscription,ratable,2558.33,2558.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000079,CTR-00021,INV-000051,CUST-0010,2026-03,subscription,ratable,2558.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000080,CTR-00021,INV-000052,CUST-0010,2026-04,subscription,ratable,2942.08,5884.17,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000081,CTR-00021,INV-000052,CUST-0010,2026-05,subscription,ratable,2942.08,2942.09,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000082,CTR-00021,INV-000052,CUST-0010,2026-06,subscription,ratable,2942.08,0.01,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000083,CTR-00023,INV-000053,CUST-0011,2025-07,implementation,point_in_time,201574.8,0.0,GBP,Acme UK Ltd,4300-Implementation-Rev,recognized
REV-000084,CTR-00024,INV-000054,CUST-0012,2025-08,services,as_delivered,5850.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000085,CTR-00027,INV-000055,CUST-0013,2025-06,services,as_delivered,392125.98,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000086,CTR-00027,INV-000056,CUST-0013,2025-07,services,as_delivered,392125.98,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000087,CTR-00027,INV-000057,CUST-0013,2025-08,services,as_delivered,392125.98,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000088,CTR-00028,INV-000058,CUST-0014,2025-12,services,as_delivered,6954545.46,0.0,ARS,Acme Argentina SA,4200-Services-Rev,recognized
REV-000089,CTR-00028,INV-000059,CUST-0014,2026-01,services,as_delivered,6954545.46,0.0,ARS,Acme Argentina SA,4200-Services-Rev,recognized
REV-000090,CTR-00030,INV-000060,CUST-0016,2025-11,usage,point_in_time,3097.77,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000091,CTR-00030,INV-000061,CUST-0016,2025-12,usage,point_in_time,2785.42,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000092,CTR-00030,INV-000062,CUST-0016,2026-02,usage,point_in_time,2021.5,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000093,CTR-00030,INV-000063,CUST-0016,2026-03,usage,point_in_time,3519.56,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000094,CTR-00030,INV-000064,CUST-0016,2026-04,usage,point_in_time,3098.95,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000095,CTR-00030,INV-000065,CUST-0016,2026-05,usage,point_in_time,2945.2,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000096,CTR-00031,INV-000066,CUST-0016,2025-09,usage,point_in_time,1614.88,0.0,EUR,Acme US Inc,4100-Usage-Rev,recognized
REV-000097,CTR-00031,INV-000067,CUST-0016,2025-10,usage,point_in_time,1448.01,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000098,CTR-00031,INV-000068,CUST-0016,2025-11,usage,point_in_time,1876.69,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000099,CTR-00031,INV-000069,CUST-0016,2025-12,usage,point_in_time,1793.51,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000100,CTR-00031,INV-000070,CUST-0016,2026-02,usage,point_in_time,1750.43,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000101,CTR-00031,INV-000071,CUST-0016,2026-03,usage,point_in_time,1911.72,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000102,CTR-00031,INV-000072,CUST-0016,2026-04,usage,point_in_time,1229.92,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000103,CTR-00031,INV-000073,CUST-0016,2026-05,usage,point_in_time,1351.26,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000104,CTR-00032,INV-000074,CUST-0016,2025-08,services,as_delivered,4500.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000105,CTR-00033,INV-000075,CUST-0016,2025-06,usage,point_in_time,581.21,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000106,CTR-00033,INV-000076,CUST-0016,2025-07,usage,point_in_time,603.66,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000107,CTR-00033,INV-000077,CUST-0016,2025-08,usage,point_in_time,599.62,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000108,CTR-00033,INV-000078,CUST-0016,2025-10,usage,point_in_time,540.68,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000109,CTR-00033,INV-000079,CUST-0016,2025-12,usage,point_in_time,659.77,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000110,CTR-00033,INV-000080,CUST-0016,2026-01,usage,point_in_time,544.77,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000111,CTR-00033,INV-000081,CUST-0016,2026-02,usage,point_in_time,429.8,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000112,CTR-00033,INV-000082,CUST-0016,2026-03,usage,point_in_time,696.18,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000113,CTR-00033,INV-000083,CUST-0016,2026-04,usage,point_in_time,534.66,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000114,CTR-00033,INV-000084,CUST-0016,2026-05,usage,point_in_time,711.17,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000115,CTR-00035,INV-000085,CUST-0018,2026-05,implementation,point_in_time,99000.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000116,CTR-00038,INV-000086,CUST-0020,2025-10,services,as_delivered,58572727.27,0.0,ARS,Acme Argentina SA,4200-Services-Rev,recognized
REV-000117,CTR-00039,INV-000087,CUST-0020,2026-01,usage,point_in_time,12584029.46,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000118,CTR-00039,INV-000088,CUST-0020,2026-02,usage,point_in_time,14053441.95,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000119,CTR-00039,INV-000089,CUST-0020,2026-03,usage,point_in_time,12072804.78,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000120,CTR-00039,INV-000090,CUST-0020,2026-04,usage,point_in_time,12979277.43,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000121,CTR-00039,INV-000091,CUST-0020,2026-05,usage,point_in_time,9691362.96,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000122,CTR-00041,INV-000092,CUST-0021,2025-09,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000123,CTR-00041,INV-000093,CUST-0021,2025-10,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000124,CTR-00041,INV-000093,CUST-0021,2025-09,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000125,CTR-00041,INV-000094,CUST-0021,2025-11,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000126,CTR-00041,INV-000095,CUST-0021,2025-12,subscription,ratable,185493.83,0.0,USD,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000127,CTR-00041,INV-000096,CUST-0021,2026-01,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000128,CTR-00041,INV-000097,CUST-0021,2026-02,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000129,CTR-00041,INV-000098,CUST-0021,2026-03,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000130,CTR-00041,INV-000099,CUST-0021,2026-04,subscription,ratable,185493.83,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000131,CTR-00042,INV-000100,CUST-0021,2026-05,services,as_delivered,344660.49,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000132,CTR-00043,INV-000101,CUST-0022,2026-01,subscription,ratable,1716.67,3433.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000133,CTR-00043,INV-000101,CUST-0022,2026-02,subscription,ratable,1716.67,1716.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000134,CTR-00043,INV-000101,CUST-0022,2026-03,subscription,ratable,1716.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000135,CTR-00043,INV-000102,CUST-0022,2026-04,subscription,ratable,1716.67,3433.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000136,CTR-00043,INV-000102,CUST-0022,2026-05,subscription,ratable,1716.67,1716.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000137,CTR-00043,INV-000102,CUST-0022,2026-06,subscription,ratable,1716.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000138,CTR-00044,INV-000103,CUST-0023,2026-05,subscription,ratable,977.5,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000139,CTR-00046,INV-000104,CUST-0023,2025-07,usage,point_in_time,2519.5,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000140,CTR-00046,INV-000105,CUST-0023,2025-08,usage,point_in_time,3165.59,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000141,CTR-00046,INV-000106,CUST-0023,2025-09,usage,point_in_time,2520.61,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000142,CTR-00046,INV-000107,CUST-0023,2025-10,usage,point_in_time,3399.93,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000143,CTR-00046,INV-000108,CUST-0023,2025-11,usage,point_in_time,4197.5,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000144,CTR-00046,INV-000109,CUST-0023,2025-12,usage,point_in_time,4125.8,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000145,CTR-00046,INV-000110,CUST-0023,2026-01,usage,point_in_time,4213.93,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000146,CTR-00046,INV-000111,CUST-0023,2026-02,usage,point_in_time,2839.29,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000147,CTR-00046,INV-000112,CUST-0023,2026-03,usage,point_in_time,2680.15,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000148,CTR-00046,INV-000113,CUST-0023,2026-04,usage,point_in_time,3088.62,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000149,CTR-00046,INV-000114,CUST-0023,2026-05,usage,point_in_time,2520.39,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000150,CTR-00047,INV-000115,CUST-0024,2026-05,services,as_delivered,5500.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000151,CTR-00048,INV-000116,CUST-0024,2026-01,subscription,ratable,1891.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000152,CTR-00048,INV-000117,CUST-0024,2026-02,subscription,ratable,1891.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000153,CTR-00048,INV-000118,CUST-0024,2026-03,subscription,ratable,1891.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000154,CTR-00048,INV-000119,CUST-0024,2026-04,subscription,ratable,1891.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000155,CTR-00048,INV-000120,CUST-0024,2026-05,subscription,ratable,1607.92,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000156,CTR-00051,INV-000121,CUST-0025,2025-02,services,as_delivered,155200.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000157,CTR-00053,INV-000122,CUST-0026,2025-08,services,as_delivered,80000.0,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000158,CTR-00055,INV-000123,CUST-0026,2026-02,services,as_delivered,20092.59,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000159,CTR-00055,INV-000124,CUST-0026,2026-03,services,as_delivered,20092.59,0.0,USD,Acme EU GmbH,4200-Services-Rev,recognized
REV-000160,CTR-00055,INV-000125,CUST-0026,2026-04,services,as_delivered,20092.59,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000161,CTR-00057,INV-000126,CUST-0027,2025-10,services,as_delivered,74400.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000162,CTR-00058,INV-000127,CUST-0027,2025-04,implementation,point_in_time,63300.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000163,CTR-00059,INV-000128,CUST-0027,2025-04,services,as_delivered,37650.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000164,CTR-00059,INV-000129,CUST-0027,2025-05,services,as_delivered,37650.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000165,CTR-00060,INV-000130,CUST-0027,2026-03,usage,point_in_time,17511.01,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000166,CTR-00061,INV-000131,CUST-0028,2026-03,services,as_delivered,253500.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000167,CTR-00061,INV-000132,CUST-0028,2026-04,services,as_delivered,253500.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000168,CTR-00062,INV-000133,CUST-0028,2025-08,implementation,point_in_time,275200.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000169,CTR-00065,INV-000134,CUST-0029,2026-02,subscription,ratable,12191.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000170,CTR-00065,INV-000135,CUST-0029,2026-03,subscription,ratable,12191.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000171,CTR-00065,INV-000136,CUST-0029,2026-04,subscription,ratable,12191.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000172,CTR-00065,INV-000137,CUST-0029,2026-05,subscription,ratable,14020.42,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000173,CTR-00067,INV-000138,CUST-0030,2026-04,usage,point_in_time,3907.37,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000174,CTR-00067,INV-000139,CUST-0030,2026-05,usage,point_in_time,3005.1,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000175,CTR-00068,INV-000140,CUST-0031,2026-03,usage,point_in_time,173594.77,0.0,MXN,Acme Mexico SA,4100-Usage-Rev,recognized
REV-000176,CTR-00069,INV-000141,CUST-0031,2026-02,subscription,ratable,115948.28,1275431.03,MXN,Acme Mexico SA,4000-Subscription-Rev,recognized
REV-000177,CTR-00069,INV-000141,CUST-0031,2026-03,subscription,ratable,115948.28,1159482.75,MXN,Acme Mexico SA,4000-Subscription-Rev,recognized
REV-000178,CTR-00069,INV-000141,CUST-0031,2026-04,subscription,ratable,115948.28,1043534.47,MXN,Acme Mexico SA,4000-Subscription-Rev,recognized
REV-000179,CTR-00069,INV-000141,CUST-0031,2026-05,subscription,ratable,115948.28,927586.19,MXN,Acme Mexico SA,4000-Subscription-Rev,recognized
REV-000180,CTR-00069,INV-000141,CUST-0031,2026-06,subscription,ratable,115948.28,811637.91,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000181,CTR-00069,INV-000141,CUST-0031,2026-07,subscription,ratable,115948.28,695689.63,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000182,CTR-00069,INV-000141,CUST-0031,2026-08,subscription,ratable,115948.28,579741.35,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
