revenue_schedule_id,contract_id,invoice_id,customer_id,revenue_month,performance_obligation,recognition_method,recognized_revenue,deferred_revenue_amount,currency,legal_entity,gl_revenue_account,recognition_status
REV-000015,CTR-00010,INV-000015,CUST-0003,2026-06,usage,point_in_time,1894.21,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000016,CTR-00012,INV-000016,CUST-0005,2026-06,usage,point_in_time,1722.98,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000017,CTR-00013,INV-000017,CUST-0005,2025-11,services,as_delivered,1172.84,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000018,CTR-00013,INV-000018,CUST-0005,2025-12,services,as_delivered,1172.84,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000019,CTR-00013,INV-000019,CUST-0005,2026-01,services,as_delivered,1172.84,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000020,CTR-00015,INV-000020,CUST-0006,2026-06,usage,point_in_time,353758.68,0.0,GBP,Acme UK Ltd,4100-Usage-Rev,recognized
REV-000021,CTR-00016,INV-000021,CUST-0007,2025-08,services,as_delivered,14150.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000022,CTR-00016,INV-000022,CUST-0007,2025-09,services,as_delivered,14150.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000023,CTR-00017,INV-000023,CUST-0007,2025-07,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000024,CTR-00017,INV-000024,CUST-0007,2025-08,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000025,CTR-00017,INV-000025,CUST-0007,2025-09,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000026,CTR-00017,INV-000026,CUST-0007,2025-10,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000027,CTR-00017,INV-000027,CUST-0007,2025-11,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000028,CTR-00017,INV-000028,CUST-0007,2025-12,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000029,CTR-00017,INV-000029,CUST-0007,2026-01,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000030,CTR-00017,INV-000030,CUST-0007,2026-02,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000031,CTR-00017,INV-000031,CUST-0007,2026-03,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000032,CTR-00017,INV-000032,CUST-0007,2026-04,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000033,CTR-00017,INV-000033,CUST-0007,2026-05,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000034,CTR-00017,INV-000034,CUST-0007,2026-06,subscription,ratable,11025.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000035,CTR-00018,INV-000035,CUST-0007,2026-02,subscription,ratable,5866.67,11733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000036,CTR-00018,INV-000035,CUST-0007,2026-03,subscription,ratable,5866.67,5866.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000037,CTR-00018,INV-000035,CUST-0007,2026-04,subscription,ratable,5866.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000038,CTR-00018,INV-000036,CUST-0007,2026-05,subscription,ratable,5866.67,11733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000039,CTR-00018,INV-000036,CUST-0007,2026-06,subscription,ratable,5866.67,5866.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000040,CTR-00018,INV-000036,CUST-0007,2026-07,subscription,ratable,5866.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000041,CTR-00020,INV-000037,CUST-0007,2025-07,implementation,point_in_time,22100.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000042,CTR-00022,INV-000038,CUST-0008,2026-03,usage,point_in_time,2859814.4,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000043,CTR-00023,INV-000039,CUST-0009,2026-04,subscription,ratable,141023.62,282047.24,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000044,CTR-00023,INV-000039,CUST-0009,2026-05,subscription,ratable,141023.62,141023.62,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000045,CTR-00023,INV-000039,CUST-0009,2026-06,subscription,ratable,141023.62,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000046,CTR-00028,INV-000040,CUST-0011,2025-07,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000047,CTR-00028,INV-000041,CUST-0011,2025-08,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000048,CTR-00028,INV-000042,CUST-0011,2025-09,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000049,CTR-00028,INV-000043,CUST-0011,2025-10,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000050,CTR-00028,INV-000044,CUST-0011,2025-11,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000051,CTR-00028,INV-000045,CUST-0011,2025-12,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000052,CTR-00028,INV-000046,CUST-0011,2026-01,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000053,CTR-00028,INV-000047,CUST-0011,2026-02,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000054,CTR-00028,INV-000048,CUST-0011,2026-03,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000055,CTR-00028,INV-000049,CUST-0011,2026-04,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000056,CTR-00028,INV-000050,CUST-0011,2026-05,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000057,CTR-00028,INV-000051,CUST-0011,2026-06,subscription,ratable,515151.51,0.0,ARS,Acme Argentina SA,4000-Subscription-Rev,recognized
REV-000058,CTR-00029,INV-000052,CUST-0011,2025-09,usage,point_in_time,1481779.27,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000059,CTR-00029,INV-000053,CUST-0011,2025-10,usage,point_in_time,1892029.74,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000060,CTR-00029,INV-000054,CUST-0011,2025-11,usage,point_in_time,2516668.61,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000061,CTR-00029,INV-000055,CUST-0011,2025-12,usage,point_in_time,2362565.59,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000062,CTR-00029,INV-000056,CUST-0011,2026-01,usage,point_in_time,2509790.66,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000063,CTR-00029,INV-000057,CUST-0011,2026-02,usage,point_in_time,1471872.37,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000064,CTR-00029,INV-000058,CUST-0011,2026-03,usage,point_in_time,1968163.09,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000065,CTR-00029,INV-000059,CUST-0011,2026-04,usage,point_in_time,2573104.3,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000066,CTR-00029,INV-000060,CUST-0011,2026-05,usage,point_in_time,1424127.58,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000067,CTR-00029,INV-000061,CUST-0011,2026-06,usage,point_in_time,2279026.84,0.0,ARS,Acme Argentina SA,4100-Usage-Rev,recognized
REV-000068,CTR-00030,INV-000062,CUST-0011,2025-03,implementation,point_in_time,8545454.55,0.0,ARS,Acme Argentina SA,4300-Implementation-Rev,recognized
REV-000069,CTR-00032,INV-000063,CUST-0011,2026-06,services,as_delivered,6727272.72,0.0,ARS,Acme Argentina SA,4200-Services-Rev,recognized
REV-000070,CTR-00035,INV-000064,CUST-0012,2026-05,subscription,ratable,1496.91,2993.83,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000071,CTR-00035,INV-000064,CUST-0012,2026-06,subscription,ratable,1496.91,1496.92,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000072,CTR-00035,INV-000064,CUST-0012,2026-07,subscription,ratable,1496.91,0.01,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000073,CTR-00036,INV-000065,CUST-0012,2026-01,services,as_delivered,5277.78,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000074,CTR-00039,INV-000066,CUST-0013,2025-03,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000075,CTR-00039,INV-000067,CUST-0013,2025-04,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000076,CTR-00039,INV-000068,CUST-0013,2025-05,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000077,CTR-00039,INV-000069,CUST-0013,2025-06,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000078,CTR-00039,INV-000070,CUST-0013,2025-07,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000079,CTR-00039,INV-000071,CUST-0013,2025-08,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000080,CTR-00039,INV-000072,CUST-0013,2025-09,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000081,CTR-00039,INV-000073,CUST-0013,2025-10,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000082,CTR-00039,INV-000074,CUST-0013,2025-11,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000083,CTR-00039,INV-000075,CUST-0013,2025-12,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000084,CTR-00039,INV-000076,CUST-0013,2026-01,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000085,CTR-00039,INV-000077,CUST-0013,2026-02,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000086,CTR-00039,INV-000078,CUST-0013,2026-03,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000087,CTR-00039,INV-000079,CUST-0013,2026-04,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000088,CTR-00039,INV-000080,CUST-0013,2026-05,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000089,CTR-00039,INV-000081,CUST-0013,2026-06,subscription,ratable,2731.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000090,CTR-00040,INV-000082,CUST-0013,2026-02,subscription,ratable,2854.94,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000091,CTR-00040,INV-000083,CUST-0013,2026-03,subscription,ratable,2854.94,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000092,CTR-00040,INV-000084,CUST-0013,2026-04,subscription,ratable,2854.94,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000093,CTR-00040,INV-000085,CUST-0013,2026-05,subscription,ratable,2854.94,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000094,CTR-00040,INV-000086,CUST-0013,2026-06,subscription,ratable,2854.94,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000095,CTR-00041,INV-000087,CUST-0014,2025-04,usage,point_in_time,13599.75,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000096,CTR-00041,INV-000088,CUST-0014,2025-05,usage,point_in_time,14312.47,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000097,CTR-00041,INV-000089,CUST-0014,2025-06,usage,point_in_time,8718.5,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000098,CTR-00041,INV-000090,CUST-0014,2025-07,usage,point_in_time,14960.75,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000099,CTR-00041,INV-000091,CUST-0014,2025-08,usage,point_in_time,10693.95,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000100,CTR-00041,INV-000092,CUST-0014,2025-09,usage,point_in_time,11588.8,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000101,CTR-00041,INV-000093,CUST-0014,2025-10,usage,point_in_time,9959.97,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000102,CTR-00041,INV-000094,CUST-0014,2025-11,usage,point_in_time,11320.31,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000103,CTR-00041,INV-000095,CUST-0014,2025-12,usage,point_in_time,9011.71,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000104,CTR-00041,INV-000096,CUST-0014,2026-01,usage,point_in_time,14297.76,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000105,CTR-00041,INV-000097,CUST-0014,2026-02,usage,point_in_time,8900.35,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000106,CTR-00041,INV-000098,CUST-0014,2026-03,usage,point_in_time,12963.2,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000107,CTR-00041,INV-000099,CUST-0014,2026-04,usage,point_in_time,13724.67,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000108,CTR-00041,INV-000100,CUST-0014,2026-05,usage,point_in_time,10400.77,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000109,CTR-00041,INV-000101,CUST-0014,2026-06,usage,point_in_time,14867.4,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000110,CTR-00042,INV-000102,CUST-0014,2026-02,subscription,ratable,9908.33,19816.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000111,CTR-00042,INV-000102,CUST-0014,2026-03,subscription,ratable,9908.33,9908.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000112,CTR-00042,INV-000102,CUST-0014,2026-04,subscription,ratable,9908.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000113,CTR-00042,INV-000103,CUST-0014,2026-05,subscription,ratable,9908.33,19816.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000114,CTR-00042,INV-000103,CUST-0014,2026-06,subscription,ratable,9908.33,9908.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000115,CTR-00042,INV-000103,CUST-0014,2026-07,subscription,ratable,9908.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000116,CTR-00043,INV-000104,CUST-0015,2025-10,services,as_delivered,140600.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000117,CTR-00043,INV-000105,CUST-0015,2025-11,services,as_delivered,140600.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000118,CTR-00045,INV-000106,CUST-0016,2025-04,services,as_delivered,6900.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000119,CTR-00045,INV-000107,CUST-0016,2025-05,services,as_delivered,6900.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000120,CTR-00046,INV-000108,CUST-0016,2026-02,services,as_delivered,2533.33,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000121,CTR-00046,INV-000109,CUST-0016,2026-03,services,as_delivered,2533.33,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000122,CTR-00046,INV-000110,CUST-0016,2026-04,services,as_delivered,2533.33,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000123,CTR-00048,INV-000111,CUST-0017,2025-08,usage,point_in_time,429039.85,0.0,BRL,Acme Brasil Ltda,4100-Usage-Rev,recognized
REV-000124,CTR-00048,INV-000112,CUST-0017,2025-11,usage,point_in_time,494523.6,0.0,BRL,Acme Brasil Ltda,4100-Usage-Rev,recognized
REV-000125,CTR-00048,INV-000113,CUST-0017,2026-02,usage,point_in_time,547115.41,0.0,BRL,Acme Brasil Ltda,4100-Usage-Rev,recognized
REV-000126,CTR-00048,INV-000114,CUST-0017,2026-05,usage,point_in_time,648559.21,0.0,BRL,Acme Brasil Ltda,4100-Usage-Rev,recognized
REV-000127,CTR-00049,INV-000115,CUST-0017,2025-08,services,as_delivered,542250.0,0.0,BRL,Acme Brasil Ltda,4200-Services-Rev,recognized
REV-000128,CTR-00049,INV-000116,CUST-0017,2025-09,services,as_delivered,542250.0,0.0,BRL,Acme Brasil Ltda,4200-Services-Rev,recognized
REV-000129,CTR-00050,INV-000117,CUST-0018,2025-10,subscription,ratable,228083.33,456166.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000130,CTR-00050,INV-000117,CUST-0018,2025-11,subscription,ratable,228083.33,228083.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000131,CTR-00050,INV-000117,CUST-0018,2025-12,subscription,ratable,228083.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000132,CTR-00050,INV-000118,CUST-0018,2026-01,subscription,ratable,228083.33,456166.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000133,CTR-00050,INV-000118,CUST-0018,2026-02,subscription,ratable,228083.33,228083.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000134,CTR-00050,INV-000118,CUST-0018,2026-03,subscription,ratable,228083.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000135,CTR-00050,INV-000119,CUST-0018,2026-04,subscription,ratable,228083.33,456166.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000136,CTR-00050,INV-000119,CUST-0018,2026-05,subscription,ratable,228083.33,228083.34,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000137,CTR-00050,INV-000119,CUST-0018,2026-06,subscription,ratable,228083.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000138,CTR-00051,INV-000120,CUST-0018,2026-06,services,as_delivered,463350.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000139,CTR-00052,INV-000121,CUST-0018,2025-03,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000140,CTR-00052,INV-000121,CUST-0018,2025-04,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000141,CTR-00052,INV-000121,CUST-0018,2025-05,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000142,CTR-00052,INV-000122,CUST-0018,2025-06,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000143,CTR-00052,INV-000122,CUST-0018,2025-07,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000144,CTR-00052,INV-000122,CUST-0018,2025-08,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000145,CTR-00052,INV-000123,CUST-0018,2025-09,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000146,CTR-00052,INV-000123,CUST-0018,2025-10,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000147,CTR-00052,INV-000123,CUST-0018,2025-11,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000148,CTR-00052,INV-000124,CUST-0018,2025-12,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000149,CTR-00052,INV-000124,CUST-0018,2026-01,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000150,CTR-00052,INV-000124,CUST-0018,2026-02,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000151,CTR-00052,INV-000125,CUST-0018,2026-03,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000152,CTR-00052,INV-000125,CUST-0018,2026-04,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000153,CTR-00052,INV-000125,CUST-0018,2026-05,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000154,CTR-00052,INV-000126,CUST-0018,2026-06,subscription,ratable,209366.67,418733.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000155,CTR-00052,INV-000126,CUST-0018,2026-07,subscription,ratable,209366.67,209366.66,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000156,CTR-00052,INV-000126,CUST-0018,2026-08,subscription,ratable,209366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000157,CTR-00055,INV-000127,CUST-0020,2025-08,usage,point_in_time,1700.22,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000158,CTR-00055,INV-000128,CUST-0020,2025-09,usage,point_in_time,2498.92,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000159,CTR-00055,INV-000129,CUST-0020,2025-10,usage,point_in_time,1992.89,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000160,CTR-00055,INV-000130,CUST-0020,2025-11,usage,point_in_time,1595.18,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000161,CTR-00055,INV-000131,CUST-0020,2025-12,usage,point_in_time,2555.83,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000162,CTR-00055,INV-000132,CUST-0020,2026-01,usage,point_in_time,2117.34,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000163,CTR-00055,INV-000133,CUST-0020,2026-02,usage,point_in_time,1935.29,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000164,CTR-00055,INV-000134,CUST-0020,2026-03,usage,point_in_time,1428.13,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000165,CTR-00055,INV-000135,CUST-0020,2026-04,usage,point_in_time,1467.08,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000166,CTR-00055,INV-000136,CUST-0020,2026-05,usage,point_in_time,1460.25,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000167,CTR-00055,INV-000137,CUST-0020,2026-06,usage,point_in_time,1874.05,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000168,CTR-00056,INV-000138,CUST-0020,2025-08,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000169,CTR-00056,INV-000139,CUST-0020,2025-09,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000170,CTR-00056,INV-000140,CUST-0020,2025-10,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000171,CTR-00056,INV-000141,CUST-0020,2025-11,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000172,CTR-00056,INV-000142,CUST-0020,2025-12,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000173,CTR-00056,INV-000143,CUST-0020,2026-01,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000174,CTR-00056,INV-000144,CUST-0020,2026-02,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000175,CTR-00056,INV-000145,CUST-0020,2026-03,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000176,CTR-00056,INV-000146,CUST-0020,2026-04,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000177,CTR-00056,INV-000147,CUST-0020,2026-05,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000178,CTR-00056,INV-000148,CUST-0020,2026-06,subscription,ratable,916.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000179,CTR-00057,INV-000149,CUST-0021,2026-06,subscription,ratable,8258.33,16516.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000180,CTR-00057,INV-000149,CUST-0021,2026-07,subscription,ratable,8258.33,8258.34,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000181,CTR-00057,INV-000149,CUST-0021,2026-08,subscription,ratable,8258.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,scheduled
