invoice_id,order_id,contract_id,customer_id,invoice_date,due_date,invoice_amount,tax_amount,total_invoice_amount,currency,legal_entity,invoice_status,payment_terms,po_number,service_period_start,service_period_end,gl_ar_account,gl_revenue_account,source_system
INV-000056,SO-00020,CTR-00029,CUST-0011,2026-01-30,2026-03-31,2509790.66,527056.04,3036846.7,ARS,Acme Argentina SA,paid,NET60,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000057,SO-00020,CTR-00029,CUST-0011,2026-02-28,2026-04-29,1471872.37,309093.2,1780965.57,ARS,Acme Argentina SA,open,NET60,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000058,SO-00020,CTR-00029,CUST-0011,2026-03-28,2026-05-27,1968163.09,413314.25,2381477.34,ARS,Acme Argentina SA,paid,NET60,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000059,SO-00020,CTR-00029,CUST-0011,2026-04-28,2026-06-27,2573104.3,540351.9,3113456.2,ARS,Acme Argentina SA,paid,NET60,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000060,SO-00020,CTR-00029,CUST-0011,2026-05-28,2026-07-27,1424127.58,299066.79,1723194.37,ARS,Acme Argentina SA,open,NET60,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000061,SO-00020,CTR-00029,CUST-0011,2026-06-28,2026-08-27,2279026.84,478595.64,2757622.48,ARS,Acme Argentina SA,open,NET60,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000062,SO-00021,CTR-00030,CUST-0011,2025-03-30,2025-05-29,8545454.55,1794545.46,10340000.01,ARS,Acme Argentina SA,paid,NET60,,2025-03-30,2025-04-30,1200-AR,4300-Implementation-Rev,ERP
INV-000063,SO-00023,CTR-00032,CUST-0011,2026-06-30,2026-08-29,6727272.72,1412727.27,8139999.99,ARS,Acme Argentina SA,open,NET60,,2026-06-30,2026-07-30,1200-AR,4200-Services-Rev,ERP
INV-000064,SO-00025,CTR-00035,CUST-0012,2026-05-30,2026-06-14,4490.74,898.15,5388.89,EUR,Acme EU GmbH,paid,NET15,,2026-05-30,2026-08-30,1200-AR,4000-Subscription-Rev,ERP
INV-000065,SO-00026,CTR-00036,CUST-0012,2026-01-30,2026-02-14,5277.78,1055.56,6333.34,EUR,Acme EU GmbH,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4200-Services-Rev,ERP
INV-000066,SO-00027,CTR-00039,CUST-0013,2025-03-30,2025-04-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-03-30,2025-04-30,1200-AR,4000-Subscription-Rev,ERP
INV-000067,SO-00027,CTR-00039,CUST-0013,2025-04-30,2025-05-30,2731.48,546.3,3277.78,EUR,Acme EU GmbH,open,NET30,,2025-04-30,2025-05-30,1200-AR,4000-Subscription-Rev,ERP
INV-000068,SO-00027,CTR-00039,CUST-0013,2025-05-30,2025-06-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-05-30,2025-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000069,SO-00027,CTR-00039,CUST-0013,2025-06-30,2025-07-30,2731.48,546.3,3277.78,EUR,Acme EU GmbH,open,NET30,,2025-06-30,2025-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000070,SO-00027,CTR-00039,CUST-0013,2025-07-30,2025-08-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-07-30,2025-08-30,1200-AR,4000-Subscription-Rev,ERP
INV-000071,SO-00027,CTR-00039,CUST-0013,2025-08-30,2025-09-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000072,SO-00027,CTR-00039,CUST-0013,2025-09-30,2025-10-30,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000073,SO-00027,CTR-00039,CUST-0013,2025-10-30,2025-11-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000074,SO-00027,CTR-00039,CUST-0013,2025-11-30,2025-12-30,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000075,SO-00027,CTR-00039,CUST-0013,2025-12-30,2026-01-29,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000076,SO-00027,CTR-00039,CUST-0013,2026-01-30,2026-03-01,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000077,SO-00027,CTR-00039,CUST-0013,2026-02-28,2026-03-30,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000078,SO-00027,CTR-00039,CUST-0013,2026-03-28,2026-04-27,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000079,SO-00027,CTR-00039,CUST-0013,2026-04-28,2026-05-28,2731.48,546.3,3277.78,EUR,Acme EU GmbH,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000080,SO-00027,CTR-00039,CUST-0013,2026-05-28,2026-06-27,2731.48,546.3,3277.78,EUR,Acme EU GmbH,open,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000081,SO-00027,CTR-00039,CUST-0013,2026-06-28,2026-07-28,2731.48,546.3,3277.78,EUR,Acme EU GmbH,open,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000082,SO-00028,CTR-00040,CUST-0013,2026-02-28,2026-03-30,2854.94,570.99,3425.93,EUR,Acme EU GmbH,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000083,SO-00028,CTR-00040,CUST-0013,2026-03-28,2026-04-27,2854.94,570.99,3425.93,EUR,Acme EU GmbH,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000084,SO-00028,CTR-00040,CUST-0013,2026-04-28,2026-05-28,2854.94,570.99,3425.93,EUR,Acme EU GmbH,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000085,SO-00028,CTR-00040,CUST-0013,2026-05-28,2026-06-27,2854.94,570.99,3425.93,EUR,Acme EU GmbH,open,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000086,SO-00028,CTR-00040,CUST-0013,2026-06-28,2026-07-28,2854.94,570.99,3425.93,EUR,Acme EU GmbH,open,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000087,SO-00029,CTR-00041,CUST-0014,2025-04-30,2025-05-30,13599.75,0.0,13599.75,USD,Acme US Inc,paid,NET30,,2025-04-30,2025-05-30,1200-AR,4100-Usage-Rev,ERP
INV-000088,SO-00029,CTR-00041,CUST-0014,2025-05-30,2025-06-29,14312.47,0.0,14312.47,USD,Acme US Inc,paid,NET30,,2025-05-30,2025-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000089,SO-00029,CTR-00041,CUST-0014,2025-06-30,2025-07-30,8718.5,0.0,8718.5,USD,Acme US Inc,paid,NET30,,2025-06-30,2025-07-30,1200-AR,4100-Usage-Rev,ERP
INV-000090,SO-00029,CTR-00041,CUST-0014,2025-07-30,2025-08-29,14960.75,0.0,14960.75,USD,Acme US Inc,paid,NET30,,2025-07-30,2025-08-30,1200-AR,4100-Usage-Rev,ERP
INV-000091,SO-00029,CTR-00041,CUST-0014,2025-08-30,2025-09-29,10693.95,0.0,10693.95,USD,Acme US Inc,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000092,SO-00029,CTR-00041,CUST-0014,2025-09-30,2025-10-30,11588.8,0.0,11588.8,USD,Acme US Inc,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000093,SO-00029,CTR-00041,CUST-0014,2025-10-30,2025-11-29,9959.97,0.0,9959.97,USD,Acme US Inc,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000094,SO-00029,CTR-00041,CUST-0014,2025-11-30,2025-12-30,11320.31,0.0,11320.31,USD,Acme US Inc,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000095,SO-00029,CTR-00041,CUST-0014,2025-12-30,2026-01-29,9011.71,0.0,9011.71,USD,Acme US Inc,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000096,SO-00029,CTR-00041,CUST-0014,2026-01-30,2026-03-01,14297.76,0.0,14297.76,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000097,SO-00029,CTR-00041,CUST-0014,2026-02-28,2026-03-30,8900.35,0.0,8900.35,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000098,SO-00029,CTR-00041,CUST-0014,2026-03-28,2026-04-27,12963.2,0.0,12963.2,USD,Acme US Inc,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000099,SO-00029,CTR-00041,CUST-0014,2026-04-28,2026-05-28,13724.67,0.0,13724.67,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000100,SO-00029,CTR-00041,CUST-0014,2026-05-28,2026-06-27,10400.77,0.0,10400.77,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000101,SO-00029,CTR-00041,CUST-0014,2026-06-28,2026-07-28,14867.4,0.0,14867.4,USD,Acme US Inc,open,NET30,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000102,SO-00030,CTR-00042,CUST-0014,2026-02-28,2026-03-30,29725.0,0.0,29725.0,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000103,SO-00030,CTR-00042,CUST-0014,2026-05-28,2026-06-27,29725.0,0.0,29725.0,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-08-28,1200-AR,4000-Subscription-Rev,ERP
INV-000104,SO-00031,CTR-00043,CUST-0015,2025-10-30,2025-12-29,140600.0,0.0,140600.0,USD,Acme US Inc,paid,NET60,PO-98035,2025-10-30,2025-11-30,1200-AR,4200-Services-Rev,ERP
INV-000105,SO-00031,CTR-00043,CUST-0015,2025-11-30,2026-01-29,140600.0,0.0,140600.0,USD,Acme US Inc,paid,NET60,PO-98035,2025-11-30,2025-12-30,1200-AR,4200-Services-Rev,ERP
INV-000106,SO-00032,CTR-00045,CUST-0016,2025-04-30,2025-07-29,6900.0,0.0,6900.0,USD,Acme US Inc,paid,NET90,,2025-04-30,2025-05-30,1200-AR,4200-Services-Rev,ERP
INV-000107,SO-00032,CTR-00045,CUST-0016,2025-05-30,2025-08-28,6900.0,0.0,6900.0,USD,Acme US Inc,paid,NET90,,2025-05-30,2025-06-30,1200-AR,4200-Services-Rev,ERP
INV-000108,SO-00033,CTR-00046,CUST-0016,2026-02-28,2026-05-29,2533.33,0.0,2533.33,USD,Acme US Inc,paid,NET90,,2026-02-28,2026-03-28,1200-AR,4200-Services-Rev,ERP
INV-000109,SO-00033,CTR-00046,CUST-0016,2026-03-28,2026-06-26,2533.33,0.0,2533.33,USD,Acme US Inc,paid,NET90,,2026-03-28,2026-04-28,1200-AR,4200-Services-Rev,ERP
INV-000110,SO-00033,CTR-00046,CUST-0016,2026-04-28,2026-07-27,2533.33,0.0,2533.33,USD,Acme US Inc,open,NET90,,2026-04-28,2026-05-28,1200-AR,4200-Services-Rev,ERP
INV-000111,SO-00035,CTR-00048,CUST-0017,2025-08-30,2025-09-14,429039.85,72936.77,501976.62,BRL,Acme Brasil Ltda,paid,NET15,PO-55137,2025-08-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000112,SO-00035,CTR-00048,CUST-0017,2025-11-30,2025-12-15,494523.6,84069.01,578592.61,BRL,Acme Brasil Ltda,paid,NET15,PO-55137,2025-11-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000113,SO-00035,CTR-00048,CUST-0017,2026-02-28,2026-03-15,547115.41,93009.62,640125.03,BRL,Acme Brasil Ltda,paid,NET15,PO-55137,2026-02-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000114,SO-00035,CTR-00048,CUST-0017,2026-05-28,2026-06-12,648559.21,110255.07,758814.28,BRL,Acme Brasil Ltda,open,NET15,PO-55137,2026-05-28,2026-08-28,1200-AR,4100-Usage-Rev,ERP
INV-000115,SO-00036,CTR-00049,CUST-0017,2025-08-30,2025-09-14,542250.0,92182.5,634432.5,BRL,Acme Brasil Ltda,paid,NET15,PO-28262,2025-08-30,2025-09-30,1200-AR,4200-Services-Rev,ERP
INV-000116,SO-00036,CTR-00049,CUST-0017,2025-09-30,2025-10-15,542250.0,92182.5,634432.5,BRL,Acme Brasil Ltda,paid,NET15,PO-28262,2025-09-30,2025-10-30,1200-AR,4200-Services-Rev,ERP
INV-000117,SO-00037,CTR-00050,CUST-0018,2025-10-30,2025-11-29,684250.0,0.0,684250.0,USD,Acme US Inc,paid,NET30,,2025-10-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000118,SO-00037,CTR-00050,CUST-0018,2026-01-30,2026-03-01,684250.0,0.0,684250.0,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-04-30,1200-AR,4000-Subscription-Rev,ERP
INV-000119,SO-00037,CTR-00050,CUST-0018,2026-04-30,2026-05-30,684250.0,0.0,684250.0,USD,Acme US Inc,paid,NET30,,2026-04-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000120,SO-00038,CTR-00051,CUST-0018,2026-06-30,2026-07-30,463350.0,0.0,463350.0,USD,Acme US Inc,open,NET30,,2026-06-30,2026-07-30,1200-AR,4200-Services-Rev,ERP
INV-000121,SO-00039,CTR-00052,CUST-0018,2025-03-30,2025-04-29,628100.0,0.0,628100.0,USD,Acme US Inc,paid,NET30,,2025-03-30,2025-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000122,SO-00039,CTR-00052,CUST-0018,2025-06-30,2025-07-30,628100.0,0.0,628100.0,USD,Acme US Inc,paid,NET30,,2025-06-30,2025-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000123,SO-00039,CTR-00052,CUST-0018,2025-09-30,2025-10-30,628100.0,0.0,628100.0,USD,Acme US Inc,paid,NET30,,2025-09-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
